   9.0000000e+00   2.2000000e+01   1.3000000e+01   1.2000000e+01   4.3000000e+01   4.1000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.6909000e+05   1.3123200e+06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00
   3.3333333e-01   3.3333333e-01   3.3333333e-01
   2.0000000e-01   2.0000000e-01   2.0000000e-01
   1.4285714e-01   1.4285714e-01   1.4285714e-01
   1.1111111e-01   1.1111111e-01   1.1111111e-01
   9.0909091e-02   9.0909091e-02   9.0909091e-02
   7.6923077e-02   7.6923077e-02   7.6923077e-02
